"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"FC West Revolution Red G03",544,0.66,0.26,18,"OR","G03","OPL 1st Div - BLUE U11","","Spr OPL Willamette Div U11",""
"FC Nova White G03",544,0.47,0.36,22,"ID","G03","Idaho D3 B U11","","Spr Idaho D3 U11 Bracket B EAST U11",""
"Molalla YS Strikers Yellow G01",544,0.74,0.23,16,"OR","G01","PTT-B G01 Thorns Div 2","","Spr OYS G01 Div 2",""
"Three Rivers SC Black RCL G03",543,0.43,0.39,33,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 3","WYS Presidents Cup G03 Div 2"
"RV Slammers White G02",541,0.48,0.34,33,"WA","G02","RCL G02 Div 4","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Idaho Crossfire Inferno G02",540,0.52,0.32,16,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B WEST U12",""
"Crossfire Select Tacey G03",538,0.55,0.29,26,"WA","G03","NPSL G11D1","","","Founders Cup G03"
"WSA Rapids Red G02",537,0.66,0.25,10,"WA","G02","","","",""
"PCU Red G02",535,0.5,0.32,23,"OR","G02","PTT-B G02 Thorns Div 1","","Spr OYS G02 Div 1","OYS Presidents Cup G02"
"XiFA 2022 G03",535,0.5,0.32,31,"WA","G03","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 2 U12",""
"PSU Wildcats G02",532,0.36,0.44,19,"WA","G02","DIII G12D1","","",""
"Walla Walla United SC Sun Devils G01",530,0.53,0.29,10,"WA","G01","PSPL-Inland Div 2 U13","","",""
"Crossfire Yakima G02",530,0.49,0.31,28,"WA","G02","RCL G02 Div 4","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"West Narrows FC Blue G02",529,0.74,0.21,26,"WA","G02","PSPL Classic 2 U12","","Spr PSPL Classic 2 U12",""
"Sandpoint Strikers G03",529,0.39,0.39,25,"ID","G03","NWL Group A U11","","Spr NWL Group A U11",""
"CB United G02",528,0.43,0.35,17,"WA","G02","PSPL-Inland Div 2 U12","","Spr PSPL-Inland Div 2 U12",""
"Washington Timbers Forest G02",528,0.37,0.41,40,"WA","G02","PTT-B G02 Championship","","Spr OYS G02 Div 1","OYS Presidents Cup G02"
"FME Fusion G02",527,0.43,0.35,17,"WA","G02","DIII G12D1","","",""
"Crossfire Premier Towns G02",525,0.43,0.34,43,"WA","G02","RCL G02 Div 3","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"Seattle United Shoreline Blue G03",522,0.66,0.22,32,"WA","G03","NPSL G11D2","","Spr NPSL G11D1","Founders Cup G03"
"Westside Timbers Samba TS G03",522,0.52,0.28,36,"OR","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Div 1","OYS Presidents Cup G03"
"Kidsport Willamette Strikers G02",521,0.58,0.25,8,"OR","G02","","","",""
"Eastside FC Blue G02",519,0.34,0.42,37,"WA","G02","RCL G02 Div 4","","Win RCL G02 Div 4","WYS Presidents Cup G02 Div 2"
"FWFC White G03",516,0.41,0.34,35,"WA","G03","RCL G03 Div 4","","Win RCL G03 Div 4","WYS Presidents Cup G03 Div 3"
"Walla Walla United SC Lightning G02",515,0.63,0.22,13,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12",""
"Kent United White G01",515,0.36,0.38,35,"WA","G01","NPSL G13D3","","Spr NPSL G13D2","WA Cup GU13 Silver/Bronze U13"
"Cascade FC G02",515,0.28,0.49,29,"WA","G02","PSPL Classic 1 U12","","Spr PSPL Classic 1 U12",""
"SSC Shadow United Hall G03",514,0.55,0.25,27,"WA","G03","NWL Group B U11","","Spr NWL Group A U11",""
"NEU PDX Blue G03",514,0.48,0.29,29,"OR","G03","OPL 1st Div - BLUE U11","","Spr OYS G03 Div 1","Directors Cup OPL Gold U11"
"Boise Nationals SC Breakers Blue G03",513,0.32,0.43,16,"ID","G03","Idaho D3 B U11","","Spr Idaho D3 A U11",""
"Newport FC Tango G02",512,0.43,0.31,22,"WA","G02","NPSL G12D1","","","Founders Cup G02"
"SSC Shadow Mykines G03",511,0.48,0.28,20,"WA","G03","NWL Group B U11","","Spr NWL Group A U11",""
"Kent United White G02",511,0.42,0.32,31,"WA","G02","NPSL G12D3","","","WYS Presidents Cup G02 Div 2"
"Normandy Park SC Red G03",511,0.46,0.3,24,"WA","G03","PSPL Classic 2 U11","","Spr PSPL Classic 1 U11",""
"Cheney Storm FC G01",510,0.44,0.31,24,"WA","G01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 2 U13",""
"Crossfire OR CUSC Black Eruption G01",507,0.29,0.45,39,"OR","G01","OPL 1st Div U13","","Spr OPL Tillamook Div U13","Directors Cup OPL Silver U13"
"BSC Portland Gold-Tiempo G03",507,0.54,0.24,24,"OR","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Div 1","OYS Presidents Cup G03"
"Crossfire OR CUSC Red G02",507,0.34,0.38,29,"OR","G02","OPL 1st Div U12","","Spr OPL Crater Lake Div U12",""
"CDA Sting Spirit G03",506,0.48,0.27,27,"ID","G03","NWL Group A U11","","Spr NWL Group A U11","WA Cup GU11 Gold/Platinum U11, WA Cup GU11 Silver/Bronze U11"
"Kitsap Pumas G02",505,0.32,0.41,33,"WA","G02","PSPL Classic 2 U12","","Spr PSPL Classic 2 U12","WA Cup GU12 Silver/Bronze U12"
"ISC Gunners A G04",502,0.29,0.44,16,"WA","G04","","","Spr PSPL Classic 1 U11",""
"FME Fusion G03",500,0.54,0.23,8,"WA","G03","","","Spr PSPL Classic 2 U11",""
"CB United Ephrata G01",500,0.54,0.23,15,"WA","G01","PSPL-Inland Div 2 U13","","Spr PSPL-Inland Div 1 U13",""
"PSA Force G02",499,0.3,0.41,37,"WA","G02","NPSL G12D1","","Spr NPSL G12D1","Founders Cup G02"
"Breakers Bishoff G01",498,0.3,0.42,18,"WA","G01","PSPL-Inland Div 2 U13","","Spr PSPL-Inland Div 2 U13",""
"Table Rock Wildcats G02",497,0.45,0.27,9,"OR","G02","","","",""
"FC Tacoma Blue G02",495,0.36,0.33,31,"WA","G02","PSPL Copa U12","","Spr PSPL Classic 2 U12","WA Cup GU12 Silver/Bronze U12"
"Crossfire OR WUSC Juventus Navy G03",489,0.49,0.23,32,"OR","G03","OPL 1st Div - BLUE U11","","Spr OPL Willamette Div U11","Directors Cup OPL Gold U11"
"Seattle United NE Blue G03",489,0.5,0.23,35,"WA","G03","NPSL G11D1","","Spr NPSL G11D1","Founders Cup G03"
"FC Salmon Creek Nemesis Blue G03",488,0.36,0.32,39,"WA","G03","OPL 1st Div - BLACK U11","","Spr OPL Mt Bachelor Div U11","WA Cup GU11 Silver/Bronze U11, Directors Cup OPL Silver U11"
"CDA Sting Thorns G03",488,0.36,0.32,30,"ID","G03","NWL Group A U11","","Spr NWL Group A U11","WA Cup GU11 Gold/Platinum U11"
"FC Nova Red G03",487,0.49,0.23,19,"ID","G03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"SGESC Fusion Red G02",487,0.44,0.26,20,"WA","G02","DIII G12D1","","","Founders Cup G02"
"Seattle United W Blue G02",487,0.37,0.31,25,"WA","G02","NPSL G12D2","","","Founders Cup G02"
"CB United G00",486,0.37,0.31,14,"WA","G00","PSPL-Inland Div 2 U14","","Spr PSPL-Inland Div 2 U14",""
"Sabers Delpizzo G01",485,0.35,0.32,24,"WA","G01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"Rogue Valley Timbers White G03",484,0.49,0.23,9,"OR","G03","","","",""
"Rogue Valley Timbers White G02",484,0.57,0.2,9,"OR","G02","","","",""
"Nationals West G02",482,0.36,0.31,24,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B EAST U12",""
"WA East Team Sky G02",480,0.34,0.32,27,"WA","G02","PSPL-Inland Div 1 U12","","Spr PSPL-Inland Div 1 U12",""
"PVSC United Ruckus G03",480,0.35,0.31,10,"ID","G03","","","",""
"PacNW White G03",479,0.4,0.27,46,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 3","WYS Presidents Cup G03 Div 3"
"MIFC Fusion G02",477,0.31,0.34,26,"WA","G02","NPSL G12D2","","","Founders Cup G02"
"FC Portland Navy G03",475,0.4,0.26,40,"OR","G03","OPL 1st Div - BLACK U11","","Spr OPL Mt Bachelor Div U11","OPL State Cup U11, Directors Cup OPL Gold U11"
"CYSL Cougars G03",472,0.33,0.31,8,"OR","G03","","","",""
"Boise Nationals SC Flamengo White G02",472,0.37,0.28,20,"ID","G02","Idaho D3 A U12","","Spr Idaho D3 U12 Bracket B EAST U12",""
"Idaho Rush Black G02",471,0.74,0.14,17,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B EAST U12",""
"Wenatchee Valley United Strykers G02",469,0.44,0.23,23,"WA","G02","PSPL-Inland Div 2 U12","","Spr PSPL-Inland Div 2 U12","WA Cup GU12 Silver/Bronze U12"
"MVP Marauders White G02",468,0.28,0.36,34,"WA","G02","PSPL Classic 2 U12","","Spr PSPL Classic 2 U12","WA Cup GU12 Silver/Bronze U12"
"SSC Shadow Elite Krum G02",467,0.41,0.24,20,"WA","G02","NWL U12","","Spr NWL U12",""
"Newport FC Tenacity G01",465,0.31,0.32,32,"WA","G01","NPSL G13D2","","Spr NPSL G13D3","Founders Cup G01"
"Real Middleton Madrid G02",464,0.46,0.21,15,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B WEST U12",""
"ETFC Force Red G02",464,0.36,0.27,24,"OR","G02","PTT-B G02 Thorns Div 1","","Spr OYS G02 Div 1",""
"WA East G03",464,0.37,0.26,17,"WA","G03","PSPL-Inl Dev Div 1 U11","","Spr PSPL-Inland Div 2 U11",""
"Snohomish United Red G02",464,0.33,0.3,27,"WA","G02","NPSL G12D3","","Spr NPSL G12D1",""
"SESC Lions G03",463,0.57,0.17,31,"OR","G03","OPL 1st Div - BLUE U11","","Spr OPL Willamette Div U11","Directors Cup OPL Silver U11"
"Kalama Chinooks G02",463,0.41,0.24,8,"WA","G02","","","",""
"ASE Fox G04",461,0.33,0.29,19,"WA","G04","PSPL-Inl Dev Div 2 U11","","Spr PSPL-Inland Div 1 U11",""
"UPSC Rave Blue G02",459,0.43,0.22,13,"WA","G02","DIII G12D1","","",""
"BYSC Select Bretl G03",458,0.38,0.24,23,"WA","G03","NPSL G11D1","","","Founders Cup G03"
"NK Fury White G02",458,0.29,0.32,30,"WA","G02","PSPL Classic 2 U12","","Spr PSPL Classic 2 U12",""
"Nationals West Tiger Sharks G03",456,0.4,0.23,18,"ID","G03","Idaho D3 B U11","","Spr Idaho D3 U11 Bracket B EAST U11",""
"Eastside FC Grey G03",454,0.4,0.23,38,"WA","G03","RCL G03 Div 4","","Win RCL G03 Div 4","WYS Presidents Cup G03 Div 3"
"FC Columbia County G02",450,0.54,0.16,23,"OR","G02","PTT-B G02 Thorns Div 1","","Spr OYS G02 Div 2",""
"FC Spokane Grey G01",449,0.4,0.22,25,"WA","G01","PSPL-Inland Div 2 U13","","Spr PSPL-Inland Div 2 U13",""
"Fuerza FC Academy G01",442,0.45,0.19,27,"WA","G01","PSPL Classic 2 U13","","Spr PSPL Copa U13","WA Cup GU13 Silver/Bronze U13"
"Yakima Lightning G03",442,0.5,0.17,8,"WA","G03","","","",""
"NEU Noreaster Blue G02",442,0.32,0.27,28,"OR","G02","OPL 1st Div U12","","Spr OPL Bandon Dunes Div U12","Directors Cup OPL Silver U12"
"Mukilteo Rush G02",441,0.42,0.2,30,"WA","G02","NPSL G12D1","","","Founders Cup G02"
"Moscow United G01",440,0.21,0.39,20,"ID","G01","NWL U13","","Spr NWL U13/U14 BRACKET A U14",""
"South Tacoma United Zuniga G01",440,0.41,0.2,16,"WA","G01","DIII G13D1","","","Founders Cup G01"
"Seattle United S Black G02",439,0.3,0.27,26,"WA","G02","NPSL G12D2","","","Founders Cup G02"
"PCU Black G03",438,0.34,0.24,34,"OR","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Div 1",""
"Seattle United S White G02",436,0.29,0.28,29,"WA","G02","NPSL G12D3","","Spr NPSL G12D1",""
"Seattle United W Blue G03",436,0.45,0.18,27,"WA","G03","NPSL G11D2","","","Founders Cup G03"
"Kajumulo FC Farasi G02",432,0.26,0.3,30,"WA","G02","PSPL Copa U12","","Spr PSPL Copa U12",""
"Pacific FC Spirit G03",432,0.42,0.19,20,"WA","G03","","","",""
"Washington Timbers Screamers G03",430,0.4,0.19,8,"WA","G03","","","",""
"Harbor Premier White G03",430,0.33,0.23,37,"WA","G03","RCL G03 Div 3","","Win RCL G03 Div 4","WYS Presidents Cup G03 Div 3"
"Highline Premier Red G03",429,0.45,0.17,26,"WA","G03","PSPL Classic 2 U11","","Spr PSPL Classic 2 U11",""
"Twin Falls Rapids G03",428,0.53,0.14,21,"ID","G03","Idaho D3 B U11","","Spr Idaho D3 U11 Bracket B EAST U11",""
"Washington Timbers Green G03",425,0.37,0.2,36,"WA","G03","PTT-B G03 Championship (9v9)","","Spr OYS G03 Div 1","OYS State Cup G03"
"XUnk David Douglas G03",423,0.32,0.23,8,"OR","G03","","","Spr OYS G03 Div 2",""
"West Seattle En Fuego G03",422,0.27,0.27,15,"WA","G03","PSPL Classic 2 U11","","",""
"Meridian United FC Red G02",420,0.34,0.21,12,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B WEST U12",""
"ASE Woods G04",419,0.25,0.29,14,"WA","G04","PSPL-Inl Dev Div 2 U11","","Spr PSPL-Inland Div 1 U11",""
"Blackhills FC Black G03",418,0.39,0.18,29,"WA","G03","RCL G03 Div 4","","Win RCL G03 Div 3",""
"CWSA White G02",418,0.25,0.28,26,"WA","G02","PSPL Classic 2 U12","","Spr PSPL Classic 2 U12",""
"NEU PDX Silver G03",416,0.37,0.19,23,"OR","G03","OPL 2nd Div U11","","Spr OYS G03 Div 2","Directors Cup OPL Silver U11"
"MRFC Blue G03",416,0.31,0.23,34,"WA","G03","PSPL Classic 1 U11","","Spr PSPL SuperLeague 2 U11","WA Cup GU11 Silver/Bronze U11"
"NSC Fire G03",415,0.41,0.17,20,"WA","G03","NPSL G11D2","","",""
"FWFC Fireballs G01",413,0.35,0.2,22,"WA","G01","DIII G13D1","","",""
"Fire SA Juniors Red G01",411,0.35,0.19,19,"WA","G01","PSPL Classic 2 U13","","",""
"THUSC Radium G03",410,0.43,0.15,10,"OR","G03","","","",""
"Washington Timbers Burgundy G01",409,0.2,0.33,25,"WA","G01","PTT-B G01 Thorns Div 2","","","Founders Cup G01"
"SCORE Patriots Blue G02",409,0.28,0.23,27,"WA","G02","NPSL G12D3","","Spr NPSL G12D1",""
"NSC Spark G03",404,0.35,0.18,21,"WA","G03","NPSL G11D2","","",""
"Crossfire Select McCool G02",403,0.31,0.21,29,"WA","G02","NPSL G12D3","","Spr NPSL G12D1",""
"XUnk Coltons Crew G03",402,0.28,0.22,10,"WA","G03","","","Spr NPSL G11D2",""
"Crossfire Premier Stengrund G03",402,0.26,0.24,41,"WA","G03","RCL G03 Div 4","","Win RCL G03 Div 4","WYS Presidents Cup G03 Div 3"
"MIFC Lightning G03",401,0.27,0.23,23,"WA","G03","NPSL G11D2","","","Founders Cup G03"
"Fuerza FC Academy A G03",397,0.33,0.19,19,"WA","G03","PSPL Copa U11","","","WA Cup GU11 Silver/Bronze U11"
"Canby United Venom G03",396,0.33,0.18,24,"OR","G03","OPL 2nd Div U11","","Spr OPL Willamette Div U11",""
"Seattle Celtic White G03",395,0.28,0.21,23,"WA","G03","PSPL Classic 1 U11","","Spr PSPL Classic 2 U11",""
"Boise Nationals SC Flamengo Black G02",394,0.28,0.22,16,"ID","G02","Idaho D3 B U12","","Spr Idaho D3 U12 Bracket B WEST U12",""
"SGESC Fusion G03",393,0.29,0.2,24,"WA","G03","DIII G11D1","","Spr PSPL Copa U11","Founders Cup G03"
"Cobra Turf Queens G02",391,0.65,0.09,15,"WA","G02","PSPL-Inland Div 2 U12","","Spr PSPL-Inland Div 3 U12",""
"Weiser Strikers G03",389,0.42,0.14,8,"ID","G03","","","Spr Idaho D3 U11 Bracket B WEST U11",""
"AYSO Lebanon United G03",387,0.62,0.09,10,"OR","G03","","","",""
"West Seattle En Fuego Red G04",386,0.38,0.15,8,"WA","G04","","","Spr PSPL Classic 2 U11",""
"SSC Shadow Windham G03",384,0.36,0.15,26,"WA","G03","NWL Group A U11","","Spr NWL Group A U11",""
"Three Rivers SC Black District G02",383,0.33,0.17,19,"WA","G02","NWL U12","","Spr NWL U12",""
