"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"Eastside FC White B98",1623,29.56,10.13,37,"WA","B98","RCL B98 Div 2","","","WYS Presidents Cup B98 Div 1"
"Kent United Green B98",1623,23.29,12.85,37,"WA","B98","NPSL B16D1","","","WYS Presidents Cup B98 Div 1"
"Tynecastle FC B97",1622,21.98,13.56,36,"WA","B97","PSPL Premier U17","","","WA Cup U17 Gold/Silver U17"
"Seattle United W Blue B96",1622,18.46,16.14,24,"WA","B96","NPSL B18M1","","","Founders Cup B96 19"
"MVP Rapids White B96",1621,21.16,14.03,29,"WA","B96","NPSL B18D2","","","Founders Cup B96 19"
"Crossfire Oregon Black I B97",1621,17.4,17.05,16,"OR","B97","","","Win OPL National Premier League U18, Win OPL First Div U18","OPL State Cup U17"
"LASC Chelsea B97",1621,28.81,10.27,29,"OR","B97","","","Win OYS B97 Premier","OYS State Cup B97"
"San Diego Surf SC Academy II B01",1618,26.5,10.92,14,"CAS","B01","SCDL Fl1 U13","","",""
"Newport Mesa SC Waves B99",1616,21.42,13.39,13,"CAS","B99","SCDL Fl1 U15","","",""
"Pateadores Academy B98",1616,21.18,13.52,12,"CAS","B98","SCDL Fl1 U16","","",""
"Crossfire Premier B B97",1616,24.66,11.56,37,"WA","B97","RCL B97 Div 3","","","WYS Presidents Cup B97"
"Cobra Aguilitas B99",1615,24.34,11.66,19,"WA","B99","PSPL Premier U15","","",""
"Seattle United Tango B99",1614,15.19,18.6,29,"WA","B99","RCL B99 Div 2","","","WYS Presidents Cup B99 Div 1"
"Emerald City FC Green B98",1613,19.29,14.56,34,"WA","B98","PSPL Premier U16","","","WA Cup U16 Gold U16"
"San Diego Surf SC Academy I B01",1612,20.67,13.43,18,"CAS","B01","SCDL Fl1 U13","","",""
"XiFA 2017 B98",1611,21.46,12.85,26,"WA","B98","PSPL Premier U16","","","NWCL U16, WA Cup U16 Gold U16"
"Coquitlam Metro Ford -Unk 2001B",1609,22.29,12.26,9,"BC","2001B","","","","FWRL00"
"Santos FC Cruzeiro B99",1608,22.31,12.11,29,"OR","B99","","","Win OYS B99 Premier","OYS State Cup B99"
"PacNW White B96",1606,21.4,12.43,37,"WA","B96","RCL B96 Div 3","","","WYS Presidents Cup B95"
"Whatcom Rangers Blue B97",1605,15.83,16.76,32,"WA","B97","RCL B97 Div 3","","","WYS Presidents Cup B97"
"Slammers FC HB B99",1604,21.83,12.05,12,"CAS","B99","SCDL Fl1 U15","","",""
"WA Rush B97",1602,19.66,13.22,38,"WA","B97","RCL B97 Div 2","","","WYS Presidents Cup B97"
"FC Portland Navy B99",1601,19.45,13.26,24,"OR","B99","","","Win OYS B99 Premier","NWCL U15, OYS State Cup B99"
"WA Rush Nero B98",1599,16.78,15.11,39,"WA","B98","RCL B98 Div 4","","","WYS Presidents Cup B98 Div 1"
"Central WA SA Navy B99",1597,15.9,15.78,23,"WA","B99","PSPL Premier U15","","","WA Cup U15 Gold U15"
"WPFC Fury Black B96",1597,23.05,10.87,21,"WA","B96","PSPL Premier U19","","","WA Cup U18/19 Gold/Silver U19"
"WAFC Premier B98",1597,20.66,12.11,14,"OR","B98","","","Win OYS B98 Premier",""
"PVSC Crew B97",1597,17.31,14.44,14,"ID","B97","","","Spr Idaho D3 U17 U17",""
"Pateadores MV B98",1595,18.75,13.18,12,"CAS","B98","SCDL Fl1 U16","","",""
"Crossfire Premier B B99",1593,17.81,13.72,41,"WA","B99","RCL B99 Div 3","","","WYS Championship B99"
"Crossfire Oregon Black West B97",1592,18.19,13.36,11,"OR","B97","","","",""
"Arsenal FC Academy B99",1592,23.76,10.16,12,"CAS","B99","SCDL Fl1 U15","","",""
"Seattle United Samba B98",1590,18.7,12.74,32,"WA","B98","RCL B98 Div 3","","","WYS Presidents Cup B98 Div 1"
"Breakers Thielman-Cox B97",1589,19.25,12.33,10,"WA","B97","PSPL-Inland U19","","",""
"Beach FC B00",1589,24.47,9.67,11,"CAS","B00","SCDL Fl1 U14","","",""
"Pumas 98 UNAM B97",1588,21.3,11.05,30,"WA","B97","PSPL Premier U17","","",""
"Pateadores Academy B95",1585,23.52,9.82,13,"CAS","B95","SCDL Fl1 U19","","",""
"Kent United Green B96",1585,22.25,10.37,22,"WA","B96","NPSL B18M1","","",""
"Washington Timbers Burgundy B96",1584,21.52,10.61,32,"WA","B96","PTT HS Premier","","","Founders Cup B96 19"
"MVP Rapids Navy B97",1582,17,13.3,28,"WA","B97","PSPL Classic 1 U17","","","WA Cup U17 Gold/Silver U17"
"Twin Falls Rapids B96",1580,23.79,9.38,12,"ID","B96","","","Spr Idaho D3 U18 U18",""
"WPFC White B99",1580,19.36,11.52,44,"WA","B99","RCL B99 Div 2","","","WYS Presidents Cup B99 Div 1"
"Capital FC Timbers Red Rangers B97",1579,17.21,12.84,26,"OR","B97","","","Win OYS B97 Premier","OYS State Cup B97"
"PacNW Blue B96",1577,19.69,11.1,32,"WA","B96","RCL B96 Div 3","","","WYS Presidents Cup B95"
"Academia Leon B99",1577,18.29,11.9,24,"OR","B99","PTT B99 Premier","","","OYS State Cup B99"
"FC Nova SuperNova Black B98",1576,16.58,13.03,17,"ID","B98","","","Spr Idaho D3 U15/16 Bracket A U16",""
"Snohomish United Red B97",1574,17.16,12.43,25,"WA","B97","RCL B97 Div 2","","",""
"FC Edmonds Cobras B97",1572,20.43,10.31,28,"WA","B97","PSPL Classic 1 U17","","","WA Cup U17 Gold/Silver U17"
"TFA Barcelona OR B96",1571,21.31,9.84,13,"OR","B96","","","Win OPL National Premier League U18",""
"WA Rush Nero B96",1571,18.59,11.26,28,"WA","B96","RCL B96 Div 3","","","WYS Presidents Cup B95"
"Legends FC B99",1570,21.07,9.87,12,"CAS","B99","SCDL Fl1 U15","","",""
"Slammers FC B99",1570,23.31,8.9,13,"CAS","B99","SCDL Fl1 U15","","",""
"PSC Everton B96",1569,18.72,11.03,15,"WA","B96","DIII B19M1","","",""
"Wenatchee Fire Black B98",1569,16.22,12.69,16,"WA","B98","PSPL Classic 1 U16, PSPL Classic-WSPL U16","","",""
"WPFC Fury Black B99",1566,13.3,15.16,33,"WA","B99","PSPL Premier U15","","","WA Cup U15 Gold U15"
"Central WA SA Navy B00",1565,16.08,12.5,42,"WA","B00","PSPL Premier U14","","Spr PSPL SuperLeague U14","NWCL U14, WA Cup BU14 Gold/Platinum U14"
"Gala FC Red B97",1564,13.45,14.81,32,"WA","B97","PSPL Classic 1 U17","","","WA Cup U17 Gold/Silver U17"
"Fusion FC Academy 2001B",1562,13.05,15.08,11,"BC","2001B","","","",""
"Academy Idaho Cads B96",1561,13.93,14,11,"ID","B96","","","","WA Cup U18/19 Gold/Silver U19"
"Eastside FC Red B00",1559,20.14,9.58,52,"WA","B00","RCL B00 Div 1","","Win RCL B00 Div 1","FWRL00, NWCL U14, WYS Championship B00"
"WAFC Espana B97",1558,31.35,6.11,10,"OR","B97","PTT HS Premier","","",""
"Crossfire Premier A B00",1557,16.09,11.83,40,"WA","B00","RCL B00 Div 1","","Win RCL B00 Div 1","WYS Championship B00"
"FC Portland White B98",1557,18.37,10.33,32,"OR","B98","","","Win OPL National Premier League U16","OPL State Cup U16"
"TSS Academy Datillo B98",1556,12.79,14.76,9,"OR","B98","","","",""
"LA Galaxy South Bay Navy B00",1556,13.73,13.73,12,"CAS","B00","SCDL Fl1 U14","","",""
"FC Golden State 02 PDA B01",1555,21.07,8.9,19,"CAS","B01","SCDL Fl1 U13","","",""
"Washington East SC Seely B97",1552,15.89,11.59,16,"WA","B97","PSPL Classic 1 U17","","",""
"Surrey United 2001B",1551,11.85,15.36,18,"BC","2001B","","","","FWRL00"
"Los Angeles United FA Black B98",1550,23.5,7.7,12,"CAS","B98","SCDL Fl1 U16","","",""
"Washington Timbers Green B98",1548,11.09,16.05,35,"WA","B98","RCL B98 Div 3","","","WYS Presidents Cup B98 Div 1"
"Washington East SC Cater B99",1547,16.97,10.43,22,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Gold U15"
"WAFC Scorpions B98",1547,18.18,9.72,23,"OR","B98","","","Win OYS B98 Premier",""
"ASE HS B95",1546,15.05,11.67,15,"WA","B95","PSPL Classic 1 U19","","",""
"Crossfire Select Enslow B97",1545,17.09,10.21,29,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"Pacific FC Blue-Strikers B98",1544,16.03,10.87,25,"WA","B98","PTT B99 Premier","","","Founders Cup B98"
"NA HOA O PUNA B96",1544,12.92,13.43,9,"HI","B96","","","",""
"Crossfire Yakima B99",1544,12.36,14.05,28,"WA","B99","RCL B99 Div 1, RCL B99 7V2","","","WYS Championship B99"
"Capital FC Timbers Black B98",1543,17.54,9.83,28,"OR","B98","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"RVSC Timbers Red B99",1542,12.04,14.26,25,"OR","B99","","","Win OYS B99 Premier","OYS State Cup B99"
"WAFC America B99",1542,17.53,9.76,23,"OR","B99","","","Win OYS B99 Premier","OYS State Cup B99"
"NWN Red B98",1541,15.16,11.25,34,"WA","B98","RCL B98 Div 3, RCL B98 7V2","","","WYS Presidents Cup B98 Div 1"
"FC Real Pacific B96",1541,18.07,9.41,20,"WA","B96","NPSL B18D2","","",""
"Salem Chelsea B98",1540,14.3,11.83,13,"OR","B98","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"Boise Nationals Chelsea B99",1539,12.77,13.17,8,"ID","B99","","","Spr Idaho D3 U15/16 Bracket B U16, Spr Idaho D3 U15/16 Bracket A U16",""
"FC Golden State Academy B99",1538,13.22,12.62,11,"CAS","B99","SCDL Fl1 U15","","",""
"Eastside Timbers Red B97",1537,14.26,11.63,18,"OR","B97","","","Win OYS B97 Premier",""
"Cobra Dortmand B99",1536,14.24,11.57,13,"WA","B99","PSPL-Inland U16","","",""
"Kitsap Pumas 2 B97",1535,19.4,8.42,19,"WA","B97","PSPL Classic 2 U17","","",""
"MRFC Blue B98",1535,14.61,11.17,32,"WA","B98","PSPL Premier U16, PSPL Classic-WSPL U16","","","WA Cup U16 Gold U16"
"WPFC Fury Black B98",1535,14.8,11.02,33,"WA","B98","PSPL Premier U16","","","WA Cup U16 Gold U16"
"Strikers FC Irvine Black B01",1533,18.63,8.64,14,"CAS","B01","SCDL Fl1 U13","","",""
"Whatcom Rangers Gold B99",1531,16.04,9.91,31,"WA","B99","RCL B99 Div 2, RCL B99 7V2","","","WYS Championship B99"
"Gala FC Red B98",1531,12.49,12.66,28,"WA","B98","PSPL Classic 1 U16","","","WA Cup U16 Gold U16"
"NW United Premier B97",1528,13.07,11.86,26,"WA","B97","PSPL Classic 2 U17","","","WA Cup U17 Bronze U17"
"Westside Timbers Copa B00",1527,14.08,10.95,58,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","FWRL00, NWCL U14, OYS State Cup B00"
"FC Alliance A B00",1525,12.26,12.42,52,"WA","B00","RCL B00 Div 1","","Win RCL B00 Div 1","FWRL00, NWCL U14, WYS Championship B00"
"Kent United Green B97",1525,13.9,10.96,25,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"Teton FC B98",1525,19.38,7.85,8,"ID","B98","","","",""
"Strikers FC North B00",1524,15.48,9.8,12,"CAS","B00","SCDL Fl1 U14","","",""
"FC Spokane White B96",1524,17.33,8.75,17,"WA","B96","PSPL-Inland U19","","",""
"Pacific Coast SC White B98",1524,16.47,9.2,12,"CAS","B98","SCDL Fl1 U16","","",""
"SSC Shadow A B99",1524,22.8,6.63,34,"WA","B99","RCL B99 Div 3, RCL B99 7V2","","","WYS Presidents Cup B99 Div 1"
"NSC Celtic B97",1524,10.47,14.43,19,"WA","B97","NPSL B17D1","","",""
"Estrella de Chile FC 2000B",1523,17.07,8.8,8,"BC","2000B","","","",""
"Capital FC Timbers -Unk B96",1519,15.98,9.13,10,"OR","B96","PTT HS Premier","","",""
"West Narrows Blue B96",1518,15.37,9.44,22,"WA","B96","PSPL Classic 1 U19","","","WA Cup U18/19 Gold/Silver U19"
"Eastside FC Red B99",1518,10.81,13.4,25,"WA","B99","RCL B99 Div 2","","","WYS Championship B99"
"United FC Black B01",1517,15.19,9.47,17,"CAS","B01","SCDL Fl1 U13","","",""
"Pateadores Riverside B98",1516,14.77,9.71,13,"CAS","B98","SCDL Fl1 U16","","",""
"Crescenta Valley SC B98",1516,13.46,10.61,12,"CAS","B98","SCDL Fl1 U16","","",""
"NW United Premier B96",1515,17.29,8.2,24,"WA","B96","PSPL Classic 1 U19","","","WA Cup U18/19 Gold/Silver U19"
"LA Galaxy Academy North B01",1514,13.76,10.26,12,"CAS","B01","SCDL Fl1 U13","","",""
"Washington Timbers Burgundy B98",1513,15.49,9.02,27,"WA","B98","PTT B99 Premier","","","Founders Cup B98"
"Storm King B97",1512,15.77,8.82,23,"WA","B97","RCL B97 Div 3","","","WYS Presidents Cup B97"
"MRFC Blue B97",1511,9.26,14.92,28,"WA","B97","PSPL Classic 1 U17","","","WA Cup U17 Gold/Silver U17"
"FC Golden State West B99",1511,12.27,11.25,11,"CAS","B99","SCDL Fl1 U15","","",""
"Cascade FC B97",1510,13.03,10.52,29,"WA","B97","PSPL Classic 1 U17","","","WA Cup U17 Bronze U17"
"BSC Portland Black-Legends B99",1508,11.62,11.61,19,"OR","B99","","","Win OYS B99 Div 1",""
"Pateadores LA B01",1506,9.43,14.19,14,"CAS","B01","SCDL Fl1 U13","","",""
"Pacific FC Fire Orange-Rangers B95",1506,12.58,10.6,30,"WA","B95","PSPL Classic 1 U19","","","WA Cup U18/19 Gold/Silver U19"
"ASE Emerald B99",1506,16,8.31,30,"WA","B99","PSPL Premier U15","","","NWCL U15, WA Cup U15 Gold U15"
"NK Inferno B97",1505,13.65,9.7,25,"WA","B97","PSPL Classic 2 U17","","",""
"NWN Red B99",1504,10.43,12.62,32,"WA","B99","RCL B99 Div 2, RCL B99 7V2","","","WYS Presidents Cup B99 Div 1"
"Crossfire Select Mele B98",1504,8.66,15.2,28,"WA","B98","NPSL B16D1","","","Founders Cup B98"
"ISC Gunners A B97",1503,11.59,11.31,29,"WA","B97","PSPL Classic 1 U17","","","WA Cup U17 Bronze U17"
"Crossfire Oregon Green I B99",1501,11.74,10.94,26,"OR","B99","","","Win OPL National Premier League U16","NWCL U15, OPL State Cup U15"
"PCU Black B96",1500,17.81,7.19,16,"OR","B96","","","","OYS Presidents Cup B96"
"PCU Red B97",1499,10.65,11.92,33,"OR","B97","","","Win OYS B97 Premier","OYS State Cup B97"
"WA Rush B00",1498,11.36,11.11,49,"WA","B00","RCL B00 Div 1","","Win RCL B00 Div 1","NWCL U14, WYS Championship B00"
"Seattle United Tango B00",1498,11.72,10.74,40,"WA","B00","RCL B00 Div 2","","Win RCL B00 Div 1","WYS Championship B00"
"ETFC Boca Jrs Red B97",1498,13.18,9.54,15,"OR","B97","","","","OYS State Cup B97"
"Emerald City FC Green B99",1496,18.17,6.84,27,"WA","B99","PSPL Classic 1 U15, PSPL Classic-WSPL U15","","","WA Cup U15 Gold U15"
"Snohomish United Black B99",1495,14.11,8.76,33,"WA","B99","RCL B99 Div 1","","","NWCL U15, WYS Championship B99"
"Legends FC Yorba Linda B99",1493,17.22,7.06,12,"CAS","B99","SCDL Fl1 U15","","",""
"Highline Premier Blue B99",1492,18.11,6.71,27,"WA","B99","PSPL Premier U15, PSPL Classic-WSPL U15","","","WA Cup U15 Gold U15"
"United FC White B99",1492,8.84,13.68,12,"CAS","B99","SCDL Fl1 U15","","",""
"Kitsap Alliance FC Red B99",1489,15.86,7.47,34,"WA","B99","RCL B99 Div 2","","","WYS Championship B99"
"Tynecastle FC B98",1485,11.71,9.83,27,"WA","B98","PSPL Classic 1 U16","","",""
"Mercer Island FC Whitecaps B98",1482,14.03,8.07,28,"WA","B98","NPSL B16D1","","","Founders Cup B98"
"Pateadores Adams B01",1481,12.67,8.86,14,"CAS","B01","SCDL Fl1 U13","","",""
"Washington Timbers Green B99",1481,15.91,7.03,39,"WA","B99","RCL B99 Div 3","","","WYS Presidents Cup B99 Div 1"
"TVSA Hawks Academy B99",1480,13.39,8.32,12,"CAS","B99","SCDL Fl1 U15","","",""
"BSC Newberg Black B98",1479,16.47,6.74,15,"OR","B98","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"Wenatchee Valley United B99",1479,13.59,8.16,17,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Gold U15"
"LA Galaxy South Bay Black B99",1479,13.97,7.93,12,"CAS","B99","SCDL Fl1 U15","","",""
"Idaho Arsenal United Knights B99",1478,17.87,6.16,8,"ID","B99","","","Spr Idaho D3 U15/16 Bracket A U16",""
"FC Los Angeles Black B01",1478,11.71,9.37,14,"CAS","B01","SCDL Fl1 U13","","",""
"FC Tacoma Blue B97",1478,11.97,9.16,30,"WA","B97","PSPL Classic 2 U17","","","WA Cup U17 Bronze U17"
"Eastside FC Blue B98",1477,15.46,7.04,29,"WA","B98","RCL B98 Div 4","","","WYS Presidents Cup B98 Div 2"
"NSC Arsenal B96",1476,14.11,7.67,19,"WA","B96","NPSL B18M1","","",""
"Cypress FC Black B98",1474,13.72,7.8,12,"","B98","SCDL Fl1 U16","","",""
"TC United B96",1471,12.26,8.56,18,"WA","B96","DIII B19M1","","","Founders Cup B96 19"
"Eastside Timbers Black B98",1470,13.51,7.71,34,"OR","B98","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"Capital FC Timbers Black Cosmos B96",1470,11.8,8.8,17,"OR","B96","","","Win OYS B96 Premier","OYS Presidents Cup B96"
"San Diego Surf SC Academy I B98",1469,10.54,9.83,11,"CAS","B98","SCDL Fl1 U16","","",""
"Crossfire Yakima B96",1468,12.68,8.1,11,"WA","B96","RCL B96 Div 3","","",""
"Lake Hills Impact B97",1465,10.57,9.52,25,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"Kent United Green B99",1464,9.33,10.66,27,"WA","B99","NPSL B15D1","","","WYS Presidents Cup B99 Div 1"
"LA Galaxy South Bay Gold B01",1463,15.08,6.58,13,"CAS","B01","SCDL Fl1 U13","","",""
"WPFC Navy B98",1463,13.12,7.53,42,"WA","B98","RCL B98 Div 4, RCL B98 7V2","","","WYS Presidents Cup B98 Div 2"
"NSC United B98",1462,10.4,9.48,25,"WA","B98","NPSL B16D2","","","Founders Cup B98"
"Wenatchee Fire Black B99",1462,12.97,7.59,17,"WA","B99","PSPL Premier U15","","","WA Cup U15 Gold U15"
"LA Galaxy Academy South B01",1462,14.35,6.85,12,"CAS","B01","SCDL Fl1 U13","","",""
"Highline Select B98",1461,15.52,6.28,20,"WA","B98","PSPL Copa U16","","","WA Cup U16 Silver U16"
"Lake Hills Flash B98",1458,9.88,9.71,24,"WA","B98","NPSL B16D2","","","Founders Cup B98"
"Pacific FC White-Cheetahs B98",1457,14.77,6.44,35,"WA","B98","PSPL Classic 2 U16","","","WA Cup U16 Gold U16"
"FC Tacoma Blue B98",1455,13.47,6.98,20,"WA","B98","PSPL Copa U16","","","WA Cup U16 Silver U16"
"Seattle United Shoreline Blue B97",1455,12.45,7.53,26,"WA","B97","NPSL B17D1","","","Founders Cup B97"
"Dragons FC B99",1454,14.35,6.47,34,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Gold U15"
"TPCJSA Thunder B97",1453,18.29,5.04,15,"WA","B97","NPSL B17D2","","","Founders Cup B97"
"Norpoint AC Milan B98",1452,9.28,9.92,11,"WA","B98","DIII B16CO","","","Founders Cup B98"
"WPFC Fury White B99",1452,12.16,7.55,24,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Silver U15"
"CB United B95",1452,14.25,6.43,10,"WA","B95","PSPL-Inland U19","","",""
"Azul FC Elite B98",1449,8.63,10.42,8,"OR","B98","","","",""
"TUSK Lightning B98",1449,9.11,9.87,23,"WA","B98","NPSL B16D2","","","Founders Cup B98"
"3 Rivers Black B99",1445,13.48,6.5,16,"WA","B99","RCL B98 Div 4","","",""
"Idaho Rush Nero B99",1445,10.4,8.43,11,"ID","B99","","","Spr Idaho D3 U15/16 Bracket B U16",""
"BSC Portland Black-Legends B97",1445,7.4,11.78,26,"OR","B97","","","Win OYS B97 Premier","OYS State Cup B97"
"THUSC Indium B98",1444,11.11,7.81,29,"OR","B98","","","Win OPL National Premier League U16","OPL State Cup U16"
"FC Spokane Black B98",1444,11.3,7.66,24,"WA","B98","PSPL Premier U16","","",""
"Nortac Cosmos B00",1443,11.31,7.64,45,"WA","B00","PSPL Premier U14","","Spr PSPL SuperLeague U14","WA Cup BU14 Gold/Platinum U14"
"BSC Portland Black-Legends B98",1441,6.27,13.6,20,"OR","B98","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"RSA Elite B97",1441,11.2,7.6,25,"WA","B97","PSPL Classic 1 U17","","","WA Cup U17 Gold/Silver U17"
"FME Xtreme B98",1440,8.56,9.84,18,"WA","B98","DIII B16CO","","",""
"MVP Rapids Navy B99",1439,9.45,8.89,27,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Gold U15"
"PacNW Blue B99",1439,9.12,9.2,35,"WA","B99","RCL B99 Div 3","","","WYS Presidents Cup B99 Div 1"
"Kent United White B98",1436,10.44,7.85,29,"WA","B98","NPSL B16D1","","","Founders Cup B98"
"Crossfire Select Taylor B99",1434,10.51,7.72,30,"WA","B99","NPSL B15D1","","","Founders Cup B99"
"Arsenal FC South B98",1434,12.42,6.52,12,"CAS","B98","SCDL Fl1 U16","","",""
"FC Tacoma Blue B99",1434,12.79,6.32,32,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Silver U15"
"FC Los Angeles Black B98",1433,9.26,8.72,12,"CAS","B98","SCDL Fl1 U16","","",""
"Pacific FC Orange-Dynamos B99",1433,12.09,6.67,25,"WA","B99","PSPL Classic 1 U15","","",""
"Kitsap Pumas 1 B99",1433,12.43,6.49,27,"WA","B99","PSPL Premier U15","","","WA Cup U15 Gold U15"
"PCU Black B98",1431,10.49,7.57,42,"OR","B98","","","Win OYS B98 Div 1","OYS Presidents Cup B98"
"ETFC Juventus B98",1429,9.57,8.18,30,"OR","B98","","","Win OYS B98 Premier","OYS State Cup B98"
"Lakeland Nighthawks B98",1429,13.68,5.71,11,"ID","B98","","","Spr NWL High School 15/16 U18",""
"FWFC Blue B99",1428,11.85,6.56,26,"WA","B99","RCL B99 Div 2","","","WYS Presidents Cup B99 Div 1"
"Central California Aztecs B98",1427,14.32,5.4,12,"CAS","B98","SCDL Fl1 U16","","",""
"PacNW Maroon B01",1427,14.23,5.42,46,"WA","B01","RCL B01 Div 1","","Win RCL B01 Div 1","FWRL01, WYS Championship B01"
"San Diego Surf SC Academy I B99",1425,7.74,9.86,12,"CAS","B99","SCDL Fl1 U15","","",""
"Crossfire Premier A B01",1425,10,7.61,43,"WA","B01","RCL B01 Div 1","","Win RCL B01 Div 1","WYS Championship B01"
"Slammers FC HB B98",1424,10.81,7.01,11,"CAS","B98","SCDL Fl1 U16","","",""
"Real So Cal White B01",1424,12.52,6.03,14,"CAS","B01","SCDL Fl1 U13","","",""
"Crossfire Select Yerxa B99",1423,12.69,5.92,26,"WA","B99","NPSL B15D1","","","Founders Cup B99"
"Lake Hills Synergy B99",1423,13.23,5.68,30,"WA","B99","NPSL B15D1","","","WYS Presidents Cup B99 Div 1"
"TVSA Hawks Academy B98",1423,12.41,6.04,13,"CAS","B98","SCDL Fl1 U16","","",""
"SSC Shadow B B96",1422,9.6,7.76,19,"WA","B96","RCL B96 Div 3","","",""
"WAFC Real Madrid B00",1420,12.26,6.01,53,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","FWRL00, OYS State Cup B00"
"Cobra Deportivo Teca B00",1417,13.14,5.49,25,"WA","B00","PSPL Premier U14","","Spr PSPL SuperLeague U14",""
"FC Portland Navy B00",1416,12.92,5.55,48,"OR","B00","PTT B00 Premier","","Spr OPL Chinook Div U14, Spr OYS B00 Premier","NWCL U14, OYS State Cup B00"
"Impact FC Black B95",1416,13.42,5.33,12,"WA","B95","PSPL Classic 1 U19","","",""
"LASC Beaverton FC B99",1415,16,4.43,8,"OR","B99","","","",""
"SCORE Eagles B96",1414,9.79,7.2,12,"WA","B96","NPSL B18D2","","",""
"RSA Elite B98",1413,11.36,6.18,36,"WA","B98","PSPL Classic 2 U16","","","WA Cup U16 Gold U16"
"Kajumulo FC Tembo B99",1413,12.63,5.56,25,"WA","B99","PSPL Classic 2 U15, PSPL North-South Classic 2 U15","","",""
"Newport FC Nova B97",1413,10.33,6.77,23,"WA","B97","NPSL B17D2","","","Founders Cup B97"
"Tynecastle FC B99",1412,10.5,6.64,26,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Silver U15"
"PacNW Maroon B00",1410,9.96,6.86,57,"WA","B00","RCL B00 Div 2","","Win RCL B00 Div 2","FWRL00, WYS Championship B00"
"PCU Red B99",1409,8.05,8.48,25,"OR","B99","","","Win OYS B99 Div 1","OYS State Cup B99"
"Santos FC B97",1407,11.13,6.05,15,"WA","B97","NPSL B17D2","","",""
"Seattle United S Blue B98",1407,10.03,6.71,29,"WA","B98","NPSL B16D1","","","Founders Cup B98"
"Eastside FC White B00",1406,9.52,7,37,"WA","B00","RCL B00 Div 2","","Win RCL B00 Div 2","WYS Presidents Cup B00 Div 1"
"Westside Timbers Samba B99",1405,10.73,6.17,29,"OR","B99","","","Win OYS B99 Premier","OYS State Cup B99"
"Pateadores RSM B98",1403,7.01,9.32,12,"CAS","B98","SCDL Fl1 U16","","",""
"Seattle United Shoreline Blue B99",1402,9.91,6.56,34,"WA","B99","NPSL B15D2","","","Founders Cup B99"
"Whatcom Rangers Gold B00",1402,7.53,8.6,38,"WA","B00","RCL B00 Div 2, RCL B00 7v2","","Win RCL B00 Div 2","WYS Presidents Cup B00 Div 1"
"Timber Barons B99",1401,9.01,7.15,18,"WA","B99","PTT B99 Premier","","",""
"Pumas 00 UNAM Seattle B99",1401,9.48,6.79,22,"WA","B99","PSPL Classic 1 U15","","",""
"Kent United White B99",1400,7.96,8.06,23,"WA","B99","PSPL Classic 2 U15","","",""
"RSA Elite B99",1398,6.68,9.45,27,"WA","B99","PSPL Classic 1 U15","","","WA Cup U15 Silver U15"
"Snohomish United Red B98",1398,10.09,6.25,35,"WA","B98","RCL B98 Div 4","","","WYS Presidents Cup B98 Div 1"
"Blackhills FC Black B99",1396,14.96,4.17,34,"WA","B99","RCL B99 Div 3","","","WYS Presidents Cup B99 Div 1"
"PacNW White B98",1396,10.95,5.7,36,"WA","B98","RCL B98 Div 4","","","WYS Presidents Cup B98 Div 2"
"Crossfire Select Lewis B98",1394,9.84,6.24,27,"WA","B98","NPSL B16D1","","","Founders Cup B98"
"Eastside Timbers Red B00",1394,10.57,5.8,43,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","OYS State Cup B00"
"Fuerza FC Academy B98",1390,10.97,5.44,18,"WA","B98","PSPL Copa U16","","","WA Cup U16 Silver U16"
"Breakers Andersson B98",1387,9.25,6.35,23,"WA","B98","PSPL Classic 2 U16","","",""
"ISC Gunners A B00",1387,10.66,5.5,40,"WA","B00","PSPL Premier U14","","Spr PSPL SuperLeague U14","NWCL U14"
"Impact FC White B98",1387,12.54,4.66,19,"WA","B98","PSPL Copa U16","","",""
"Seattle United Copa B01",1386,6.85,8.47,39,"WA","B01","RCL B01 Div 1","","Win RCL B01 Div 1","NWCL U13, WYS Championship B01"
"ETFC Rovers Black B00",1385,10.6,5.46,52,"OR","B00","PTT B00 Premier","","Spr OYS B00 Premier","FWRL00, OYS State Cup B00"
"Yakima Borges B00",1384,10.79,5.31,38,"WA","B00","RCL B00 Div 4","","Win RCL B00 Div 3","WYS Championship B00"
